"group","ID","baseMean","log2FoldChange","padj"
"H_vs_O","LTR85b",83.0793831887797,2.46380891532048,5.04416154229638e-07
"H_vs_O","LTR86B1",13.9436759464086,2.03771993903023,0.00056434344511206
"H_vs_O","LTR90A",123.104180738786,2.56806491053906,0.00094784118722788
"H_vs_O","MamGypLTR3",58.8791003306349,1.67229875658623,1.65492445122967e-11
"H_vs_O","MamRep1527",16.6737934298422,-10.2233846404524,3.18538180051418e-20
"H_vs_O","MamRep434",182.711574357342,1.56949580279761,1.21298164309095e-06
"H_vs_O","MER110A",58.6503413027613,2.15847622545555,0.000723600262828143
"H_vs_O","MER31-int",207.556666180798,-1.55779126443627,2.56976308426668e-09
"H_vs_O","MER34C_",55.2185318756046,-1.73170638317954,4.70315809203266e-05
"H_vs_O","MER45R",16.663514838721,-2.10482539987471,3.73632999877757e-05
"H_vs_O","MER47C",62.845323236357,1.54466453122047,2.74589929734981e-06
"H_vs_O","MER4B-int",229.269115296885,2.25599390170081,2.16750377361238e-24
"H_vs_O","MER4D1",253.221687155969,2.38198879461581,4.69138397963497e-07
"H_vs_O","MER54B",72.5372215267756,2.82698484268448,8.46723102449927e-06
"H_vs_O","MER57E2",36.6312474379778,4.60733120412541,6.14901129770676e-15
"H_vs_O","MER57F",76.8183798493996,-1.7483126589429,1.79319578916545e-06
"H_vs_O","MER61-int",230.67295206372,2.24116947829289,5.6967645087892e-32
"H_vs_O","MER61A",49.7473859923294,1.74745876653417,3.28659490911999e-07
"H_vs_O","MER61C",55.3613928498364,2.07888776594336,0.000329717494175958
"H_vs_O","MER75B",4.92963631505886,-2.86970804017394,3.73632999877757e-05
"H_vs_O","MER81",288.198494886532,1.63019841037902,1.08259203255644e-19
"H_vs_O","MER83B",13.2841224104153,-3.63457110512091,7.92689708008195e-09
"H_vs_O","MER97c",27.7024322381152,2.20114348715002,1.15805147899662e-06
"H_vs_O","MLT-int",390.274840335833,4.09438793895756,6.12996220767331e-110
"H_vs_O","MLT1-int",11.403900838181,2.05079570520011,2.6851405475127e-07
"H_vs_O","MLT1A-int",36.0177380569494,1.56384127165664,0.00014692861076492
"H_vs_O","MLT1A1",1694.74963468065,2.70613240366967,0.00024450937172666
"H_vs_O","MLT1A1-int",37.7775337524107,1.93660952348633,3.48712347087314e-10
"H_vs_O","MLT1D-int",47.0833614246897,1.59132515886879,6.82465516616724e-06
"H_vs_O","MLT1E1-int",1.39304699967201,-3.05519231777875,0.0221159836651896
"H_vs_O","MLT1E3-int",5.24481745723458,-2.10094080114438,0.00803776019465893
"H_vs_O","MLT1I-int",63.2270285819545,2.409443126516,2.89355069571547e-08
"H_vs_O","MLT1J1",263.128513989985,1.68087323025905,4.20508498217553e-07
"H_vs_O","MLT1M",297.555643449943,1.72894439939875,7.54031544130975e-10
"H_vs_O","MLT2F",143.215158525127,1.60807944687315,1.11008060276792e-07
"H_vs_O","MST-int",701.792027313908,-2.33451561450347,2.7670766471685e-08
"H_vs_O","MSTB2-int",2.62045331813614,1.69461356887033,0.0250440115025079
"H_vs_O","Ricksha",20.7776927741633,-1.66526713695829,0.000810234540682687
"H_vs_O","Ricksha_a",1.82663526748302,-1.92864116464018,0.0141846843516311
"H_vs_O","SVA_A",569.286690097213,3.20202737689616,8.79684783760771e-46
"H_vs_O","SVA_B",79.4765437670271,-1.97184725633599,6.51157857538432e-06
"H_vs_O","SVA_C",139.772576468351,-1.83241209924537,0.000958051404773222
"H_vs_O","THE1-int",79.710890619018,-2.38675035568211,4.08783373655328e-09
"H_vs_O","THE1B-int",571.315584226104,-2.24012316095976,1.09573926896851e-32
"H_vs_O","Tigger10",215.959435820391,2.32851180057872,1.905372474886e-13
"H_vs_O","Tigger12",146.709315222417,3.92417240675335,2.55836049621115e-29
"H_vs_O","Tigger14a",154.423614650593,1.64239208510556,0.000656854474652264
"C_vs_O","AluSq",12739.3553984447,2.22180106943085,4.25875676824039e-45
"C_vs_O","AluYa8",9.44033995252668,-3.15485119003197,3.76770059668627e-09
"C_vs_O","AluYb9",16.5310145078702,3.33308344537208,4.50484265495458e-07
"C_vs_O","AluYc",290.507868145642,-14.7808216121196,4.40889465745887e-59
"C_vs_O","AluYc5",4.41775864277449,5.02084854506443,8.26492799664366e-08
"C_vs_O","AluYd8",26.7263208719526,3.35190411123168,8.72674753868436e-10
"C_vs_O","AluYg6",47.3008056780994,2.85818831376594,1.15216795716676e-06
"C_vs_O","Charlie12",36.7407155652053,-2.08650257910002,9.81531482823938e-08
"C_vs_O","Charlie4",11.3207716555198,-1.62889947340482,0.00311369105607733
"C_vs_O","Charlie6",160.774664654279,-3.13164659796336,6.79517110397141e-33
"C_vs_O","FRAM",2522.03024982633,2.19748439074974,1.94298229308005e-58
"C_vs_O","Harlequin-int",487.872332307885,1.94078854698893,4.96722692962293e-12
"C_vs_O","HERV16-int",306.243521639055,1.52101187055126,1.60961494430277e-17
"C_vs_O","HERVE-int",1080.12159103336,-2.10103656126261,3.50745963765835e-19
"C_vs_O","HERVK11-int",76.1312287304026,-1.82539776034733,3.44716318818727e-10
"C_vs_O","HERVL66-int",30.9393081967749,1.66331149817873,3.46100413290152e-05
"C_vs_O","HUERS-P1-int",122.982798252276,-2.08794217052652,2.24352048257909e-10
"C_vs_O","HUERS-P2-int",35.7029524437124,-1.76764488855186,2.76750048635455e-06
"C_vs_O","L1M2c",74.8220817637818,-1.94788575872956,1.07944396377007e-09
"C_vs_O","L1M3e",118.303619210985,-1.5621991771284,7.02613576777611e-07
"C_vs_O","L1ME3B",2277.2644624692,1.70442617905963,2.43533014747792e-46
"C_vs_O","L1P4c",27.8991004077786,3.09998469616312,3.49093173246728e-07
"C_vs_O","L1P4d",11.7703221937885,1.68748980005889,0.00527783893747267
"C_vs_O","L1P4e",26.0005185442663,-1.81788812193899,0.000687781411176289
"C_vs_O","L1PA2",338.137024094557,-5.9406066542589,2.44849260473368e-152
"C_vs_O","LTR1",102.227225351265,3.22186321374436,5.16885821032657e-18
"C_vs_O","LTR13_",20.7382434872572,1.51463770412803,0.000636595712877127
"C_vs_O","LTR14B",89.3445705763041,-1.65279984834068,3.09854976079858e-05
"C_vs_O","LTR1D",54.2675725303682,1.81585402852275,6.56047735427576e-05
"C_vs_O","LTR22C",31.3761333318638,4.96618263328909,5.41997804836083e-16
"C_vs_O","LTR23-int",24.519473525665,-2.56401339842294,8.61606447232498e-05
"C_vs_O","LTR27",23.2193940636747,2.81535262510232,1.59409501057357e-11
"C_vs_O","LTR27B",37.1528096828493,2.49693227884666,2.46745575696252e-10
"C_vs_O","LTR28",34.7559201382399,1.79419682458304,5.93872856831124e-06
"C_vs_O","LTR2C",229.562588341327,1.78115813535755,1.23485829916894e-09
"C_vs_O","LTR36",79.0501581918418,-1.6672618692996,4.02550607581255e-06
"C_vs_O","LTR38",18.7765503006862,1.88871392689883,0.000363817957698521
"C_vs_O","LTR3B",95.9329200900634,-4.44576524442581,4.87189720207903e-27
"C_vs_O","LTR3B_",205.378234464257,4.38347885933612,4.02597369930548e-10
"C_vs_O","LTR5",50.4482831886224,-5.73004777624238,5.38391595267284e-35
"C_vs_O","LTR52",178.781235882942,-2.21997362702211,3.49376155124315e-10
"C_vs_O","LTR53",107.765592930686,3.10637125155678,1.59886887255285e-33
"C_vs_O","LTR58",12.22827169731,-3.27312167245194,3.60662908249821e-07
"C_vs_O","LTR60",7.47645929263832,2.39240287766473,0.000702759907565677
"C_vs_O","LTR68",35.947401949204,-1.92441021476498,7.90925152691188e-06
"C_vs_O","LTR6A",474.265631643904,3.38249767015848,8.52387577298102e-71
"C_vs_O","LTR85a",234.464397599619,-1.64226060216703,2.63838279746982e-08
"C_vs_O","LTR85b",140.697951113146,1.82673668956326,1.13993194650454e-05
"C_vs_O","LTR86C",51.9525201052832,-2.10215396404094,2.07082957362504e-15
"C_vs_O","LTR9",107.573035760885,1.56344512189045,3.41014527781693e-07
"C_vs_O","LTR90A",179.293503353598,3.93001428307461,5.47514358778683e-12
"C_vs_O","MamGypLTR3",86.7344943647945,2.62776002436985,6.20764822623782e-32
"C_vs_O","MamRep1161",77.9076630206316,7.70806121421461,1.15701397977761e-39
"C_vs_O","MamRep1527",22.438246259295,-10.5989921114363,1.15601798584977e-24
"C_vs_O","MER110A",94.529251469968,1.847487257043,0.00495565529813442
"C_vs_O","MER2B",363.245733709898,1.55596453724266,3.13500249402739e-05
"C_vs_O","MER34B-int",790.135053139031,-3.13013974782124,4.03457243413425e-31
"C_vs_O","MER4-int",553.240001316551,-1.68407384636857,1.57694437544016e-25
"C_vs_O","MER41D",90.556877237687,-1.62144070543585,1.31863816577495e-15
"C_vs_O","MER41E",107.165186921379,2.59365753231262,2.93515089576226e-19
"C_vs_O","MER44C",578.554230933793,2.78797171417006,2.93515089576226e-19
"C_vs_O","MER4B-int",401.575529924076,1.6759695062606,5.24546104817151e-16
"C_vs_O","MER4D0",71.6844282196601,-1.61114511747214,7.50022713251886e-11
"C_vs_O","MER4D1",430.8082679778,1.86701053211856,2.94558714263652e-08
"C_vs_O","MER51C",48.5789200058439,1.58754780278463,9.49264749528693e-07
"C_vs_O","MER51D",60.7936665434878,2.09307352354088,7.36285290423372e-10
"C_vs_O","MER54B",112.388928575445,3.0557591721981,1.80217852590134e-10
"C_vs_O","MER57C1",70.7407547348088,1.85229715619978,6.98621068381367e-07
"C_vs_O","MER57E2",52.4899165963939,4.69396267759801,2.70271743617782e-06
"C_vs_O","MER65C",437.097444457007,-1.89804196015263,3.01605548600053e-05
"C_vs_O","MER66A",66.0968450504844,2.45033966693744,2.08578249618089e-06
"C_vs_O","MER70B",45.3361447162542,-1.73059799135248,4.47433733434747e-09
"C_vs_O","MER75B",3.7709016524216,-1.63232411697873,0.0163412486566559
"C_vs_O","MER83B",26.2813814551114,-3.97240908177659,1.58081943990953e-16
"C_vs_O","MER97c",42.2008981742993,2.62544195078325,3.97007164210207e-16
"C_vs_O","MLT-int",610.072623371684,4.17012354298314,7.62674057629275e-191
"C_vs_O","MLT1A1",2756.30307138444,2.3485080538316,0.000996570188366705
"C_vs_O","MLT1E1A-int",11.1014328723032,-2.71914872551581,7.92140142622156e-08
"C_vs_O","MLT1E3-int",6.79401769821207,-1.78529777488745,0.0116942181385536
"C_vs_O","MLT1H1-int",57.14081709328,-2.99294551581705,4.85078343573756e-20
"C_vs_O","MST-int",221.767360518955,3.58847275227034,5.13527879612691e-19
"C_vs_O","PRIMAX-int",25.6443953921227,-1.6078718601736,4.38026255533244e-06
"C_vs_O","Ricksha_c",24.3064852620994,1.81082647169125,0.00081037529341445
"C_vs_O","SVA_A",845.769202823249,3.61033201683739,7.73283996701652e-111
"C_vs_O","SVA_B",61.5526706085458,-3.9816490562156,2.57838256980229e-30
"C_vs_O","SVA_C",166.017069191729,-6.39992211032805,4.69860437614143e-22
"C_vs_O","SVA_D",658.496529005196,-1.87939712844203,3.01287549381943e-09
"C_vs_O","THE1-int",211.40163000999,-1.69760537557129,1.17657711483847e-15
"C_vs_O","THE1A-int",621.218575436884,-2.07027211506578,8.45871327954405e-23
"C_vs_O","THE1B-int",1228.64710876529,-2.75822433128256,3.73893991980035e-32
"C_vs_O","Tigger10",339.316539754368,1.56407130317128,3.81653894323425e-11
"C_vs_O","Tigger16a",137.781295402705,-1.85598673534013,2.43550208658619e-21
"C_vs_O","Tigger5",243.885532586326,1.8055310390366,4.61458226556773e-16
