"group","external_gene_name","baseMean","log2FoldChange","padj"
"H_vs_O","ZNF223",76.9065042544171,3.15329418786597,3.09853498196371e-13
"H_vs_O","ZNF611",131.304158949489,2.17049646791601,1.05036285920924e-10
"C_vs_O","ZNF214",68.876556113865,7.86249401384793,3.52683348440764e-18
"C_vs_O","ZNF215",99.6975149676548,2.70952194250216,2.69322390178592e-11
"C_vs_O","ZNF205",6.57690299967118,4.47872545742914,7.42036601239744e-08
"C_vs_O","ZNF785",32.2947443158154,1.86270738174158,0.000699364092818174
"C_vs_O","ZFP90",140.928331599437,2.47900936063988,2.53121604527338e-34
"C_vs_O","ZNF396",14.6662463056144,-2.85245383490875,7.5683038773877e-09
"C_vs_O","ZNF557",196.069310541728,2.67669260816122,7.61086151126864e-24
"C_vs_O","ZNF177",18.6168989934994,-3.79319164437638,4.7234904900284e-15
"C_vs_O","ZNF561",107.910695581053,1.74157725366638,4.16753578322063e-06
"C_vs_O","ZNF627",93.2101628161907,1.79383982985648,9.81086283473858e-11
"C_vs_O","ZNF700",84.7229469579847,-1.94787709973626,1.59354979500744e-10
"C_vs_O","ZNF729",75.501159886876,-4.3636345137116,1.62567989448513e-29
"C_vs_O","ZNF792",53.2260485711533,2.30072949140795,2.10399737947718e-07
"C_vs_O","ZNF383",29.1869412992965,-1.8484971662451,6.6433266221511e-15
"C_vs_O","ZNF224",143.88161901672,-2.4843600369199,4.64300217503974e-14
"C_vs_O","ZNF347",141.621258076,2.72286796947603,3.44186755723704e-08
"C_vs_O","ZNF444",185.290683312909,6.26360469006821,2.576943575953e-40
"C_vs_O","ZNF471",46.4346594686529,-4.20770819359257,1.24965930010407e-21
"C_vs_O","ZNF552",25.2218704229956,-2.78529689149824,8.96060188443181e-12
"C_vs_O","ZNF584",38.4341983437883,1.71264144744947,2.24394837419976e-13
"C_vs_O","ZNF74",92.4425101307991,2.77803859511332,1.05437604074583e-46
"C_vs_O","ZNF589",50.9256268952003,-12.0047827584021,2.38626458778267e-31
"C_vs_O","ZKSCAN7",20.9454967372681,-3.53745020438424,1.07951537227402e-11
"C_vs_O","ZKSCAN8",184.658738487396,-1.98193233308966,6.87521333110068e-12
"C_vs_O","ZSCAN31",36.09208238331,2.59932709571134,1.67182104515025e-11
"C_vs_O","ZKSCAN3",52.7483228184391,1.51468713998672,1.23729275933299e-07
"C_vs_O","ZSCAN12",81.7660987955584,-2.15480557613756,2.48714320562644e-19
"C_vs_O","ZNF92",357.61606302549,2.04024762201112,1.14971419798897e-15
"C_vs_O","ZNF282",142.200023322101,-1.59482595406878,1.1197204673673e-06
"C_vs_O","ZNF34",83.872762225307,1.72273121565912,1.73057476048325e-16
"C_vs_O","ZNF79",240.731815715489,-2.89714623653161,4.42755474244838e-62
"C_vs_O","ZNF419",43.7995983858355,1.98001654924549,2.35297515643914e-11
"C_vs_O","ZNF268",72.2067351885785,-2.26820701661861,5.84956480086601e-22
"C_vs_O","ZNF587",57.4975555909634,-2.76018984623865,6.5425926118279e-18
"C_vs_O","ZNF417",57.4975555909634,-2.76018984623865,6.5425926118279e-18
"C_vs_O","ZNF418",14.3827614385265,-2.68672026163268,4.81320487948286e-09
"C_vs_O","ZNF223",24.0306969953038,1.58542201789409,0.00416699041697014
