"gene","TE_name","pair","minuslog10Pval"
"ZNF445","LTR5_Hs","LTR5_Hs:ZNF445",1.65067393358
"ZNF320","LTR5_Hs","LTR5_Hs:ZNF320",3.22200203167
"ZNF584","LTR5_Hs","LTR5_Hs:ZNF584",1.30991367339
"ZNF519","HERVK-int","HERVK-int:ZNF519",1.42049084352
"ZNF17","HERVK-int","HERVK-int:ZNF17",5.87908803252
"ZNF417","HERVK-int","HERVK-int:ZNF417",16.1656911003
"ZNF587","HERVK-int","HERVK-int:ZNF587",33.1270370661
"ZFP69","HERVK-int","HERVK-int:ZFP69",1.98083537895
"ZNF782","HERVK-int","HERVK-int:ZNF782",1.69668963647
"ZFP69B","HERVK-int","HERVK-int:ZFP69B",1.83987623452
"ZNF101","HERVK-int","HERVK-int:ZNF101",1.35949053355
"ZNF485","HERVK14-int","HERVK14-int:ZNF485",2.36494883035
"ZNF28","HERVK14-int","HERVK14-int:ZNF28",3.68294279211
"ZNF417","HERVK14-int","HERVK14-int:ZNF417",13.8923155329
"ZNF587","HERVK14-int","HERVK14-int:ZNF587",11.4570128455
"ZNF816","HERVK14-int","HERVK14-int:ZNF816",1.6407539187
"ZNF737","HERVK14-int","HERVK14-int:ZNF737",40.8714767343
"ZNF534","HERVK14-int","HERVK14-int:ZNF534",4.11347671567
"ZNF101","HERVK14-int","HERVK14-int:ZNF101",2.91053348996
"ZFP57","HERVK14-int","HERVK14-int:ZFP57",2.54461723199
"ZNF189","L2b","L2b:ZNF189",54.9211874455
"ZNF485","L2c","L2c:ZNF485",2.70224779973
"ZNF189","L2c","L2c:ZNF189",41.0032561827
"ZKSCAN5","L2a","L2a:ZKSCAN5",3.06163573208
"ZNF26","L2a","L2a:ZNF26",2.84610227675
"ZFP69B","L2a","L2a:ZFP69B",3.05095785486
"ZNF77","L2a","L2a:ZNF77",5.94872194217
"ZNF189","L2a","L2a:ZNF189",80.3994093516
"ZNF157","ERVL-B4-int","ERVL-B4-int:ZNF157",76.499977063
"ZNF302","ERVL-B4-int","ERVL-B4-int:ZNF302",1.31037737196
"ZNF485","ERVL-B4-int","ERVL-B4-int:ZNF485",43.8624368773
"ZNF671","ERVL-B4-int","ERVL-B4-int:ZNF671",1.72602246314
"ZNF334","ERVL-B4-int","ERVL-B4-int:ZNF334",2.69437709467
"ZNF157","ERVL-E-int","ERVL-E-int:ZNF157",98.1428808507
"ZNF485","ERVL-E-int","ERVL-E-int:ZNF485",24.4488855292
"ZNF334","ERVL-E-int","ERVL-E-int:ZNF334",4.02515713002
"ZNF157","HERVL-int","HERVL-int:ZNF157",288.334449229
"ZNF302","HERVL-int","HERVL-int:ZNF302",319.942227513
"ZNF485","HERVL-int","HERVL-int:ZNF485",319.942227513
"ZNF671","HERVL-int","HERVL-int:ZNF671",57.7395108784
"ZNF707","HERVL-int","HERVL-int:ZNF707",5.07442243028
"ZNF485","MER20","MER20:ZNF485",154.663740944
"ZNF799","MER20","MER20:ZNF799",1.35696024409
"ZNF766","MER20","MER20:ZNF766",3.42880670978
"ZNF75D","MER20","MER20:ZNF75D",1.40594863992
"ZNF222","MER20","MER20:ZNF222",2.18195711617
"ZNF789","MER20","MER20:ZNF789",2.31721939168
"ZNF157","MLT1B","MLT1B:ZNF157",17.5210411847
"ZNF354C","MLT1B","MLT1B:ZNF354C",2.11078871352
"ZNF10","MLT1B","MLT1B:ZNF10",2.17464611944
"ZNF891","MLT1B","MLT1B:ZNF891",1.55587456818
"ZNF564","MLT1B","MLT1B:ZNF564",1.52177919974
"ZNF264","MLT1B","MLT1B:ZNF264",6.94562697546
"ZNF805","MLT1B","MLT1B:ZNF805",3.76876168037
"ZNF548","MLT1B","MLT1B:ZNF548",64.15768894
"ZNF12","MLT1B","MLT1B:ZNF12",6.55919300892
"ZNF300","Charlie1a","Charlie1a:ZNF300",35.7027392509
"ZNF224","Charlie1a","Charlie1a:ZNF224",1.30982101148
"ZNF442","MamTip2","MamTip2:ZNF442",1.55336329813
"ZNF79","MamTip2","MamTip2:ZNF79",21.621512252
"ZNF530","LTR48","LTR48:ZNF530",131.538128864
"ZNF587","MER34C2","MER34C2:ZNF587",1.44575767653
"ZNF528","MER34C2","MER34C2:ZNF528",2.54977686403
"ZNF627","MER34C2","MER34C2:ZNF627",12.4393550806
"ZNF530","MER34C2","MER34C2:ZNF530",40.8078572299
"ZNF730","PABL_A","PABL_A:ZNF730",268.099085698
"ZNF808","Tigger17a","Tigger17a:ZNF808",1.87115169172
"ZNF555","Tigger17a","Tigger17a:ZNF555",225.564680648
"ZIM3","Tigger17a","Tigger17a:ZIM3",6.16586469874
