	h1_1	h1_2	h1_3	h2_1	h2_2	h2_3	h3_1	h3_2	h3_3
ALCAM	6.33345207448985	6.49483743771772	6.13725226806208	6.3306086662108	6.29458759538666	6.39635111754019	7.41284446929757	7.97088034732809	7.16489322158491
YWHAG	8.87430270868779	8.98457048217303	8.71232150252772	8.60433163596736	8.52326195761611	8.41289152726245	8.4663010995577	8.88495016854091	8.51489450493844
UBE2E3	4.90023455914599	4.84003438749349	4.85990120157188	5.15433493619424	4.9641297011557	5.01443757868173	5.67906012237604	5.28076310055486	5.30757372660231
CNTROB	5.60049556003186	5.27360009653977	5.56730233819595	5.30171252057634	5.66007550524608	5.63463396208557	5.53667581351339	4.6565654365506	5.84854161737105
TRAPPC1	5.62319329531831	5.79099931344829	5.72020123734559	5.80842539842492	6.00817026211491	5.84012432351159	6.38778701170593	6.21230779835676	6.10546030806575
TMEM192	4.74331861826554	5.05277838307854	4.88312415838918	4.84665239303481	4.9641297011557	4.7741001881816	3.75136491162822	5.20861331479902	4.53755690017027
RP11-423H2.1	3.77660320997761	4.22287780210444	4.42621001896135	4.00048341835682	4.20364138413607	4.08289288087983	4.57588816450337	3.66737219150718	3.67934876262848
ZNF778	2.41620096727561	2.40852967662587	2.3574008610427	1.81194273874716	1.855119079237	1.35760909176126	2.60739913724859	4.91416595633377	2.09438626190733
NIPA1	6.87622324919276	6.77157675883883	6.69006764595351	6.28914905911243	6.14481631479004	6.16994168997325	6.40837890513697	6.01491093007358	6.14177166378233
UBE2E1	6.90776520685372	6.8905349869992	6.81305875259791	7.46811218996074	7.13016078649352	7.04275349002661	7.43056977394476	7.48850361651779	7.45097389814666
HNRNPA3	8.87725632839257	8.59188655287373	8.84574891047514	9.10154250215007	9.05798322856307	9.09537434559117	8.53872032550374	8.80401904429958	8.75181484134815
SIK2	5.79795825003299	5.75671583784793	5.51622815360168	4.98186774018947	5.08349035306287	4.96183349464305	5.19532709644631	4.89590374994104	4.72154532628269
CHRNB1	3.07299621275783	2.67646288187251	2.65592435159512	2.92886049052631	2.9366489647336	2.5932373402544	2.04890884788863	2.81073636667836	4.07948738552799
USP38	6.22819031362329	6.3844068824257	6.10057160473561	6.04400540458398	5.81902328073508	5.67720838058865	5.8316986243497	5.77620868355009	6.07573850067908
SLC16A5	3.25840972146915	2.62670984667541	3.29816165766802	2.2866231844534	2.6956408652298	2.91120742157308	2.45737369324398	3.09313609737909	2.13338039352319
NANP	3.07299621275783	3.3329786436187	2.85697187053321	3.21049211523743	3.58872566131329	3.00332562356151	4.36030627528382	4.01067393718711	3.21744465831166
PWWP2A	4.65795871347899	4.59902628798969	4.74418010028003	4.65629186828696	4.6624740012946	4.72082539513925	3.58043208964832	3.57856292454933	4.28394007009857
USP47	7.08786156232176	6.90277981987053	6.73383815605857	6.52886239071161	6.45537776705466	6.40482097576719	7.14022401463457	6.86102626474019	6.946905082821
PDCD6IP	7.5078626857986	7.50031585057185	7.32543863223777	7.43883693644317	7.28450149056216	7.33193115663227	8.16728367672148	7.62226293995362	7.34905899013112
ZNF212	4.60762703792885	4.46860059548029	4.89459694283313	4.0881880183075	4.51100336588877	4.27992972793938	3.78324897264801	1.06071461968671	4.53027054609178
MRAP	1.40314481445016	1.65180082763824	2.57266884794577	2.14506904023939	2.1567747790981	2.13133323593758	1.69381388906607	1.50817359665793	2.8703459876894
FAM161A	2.87917294361816	2.19754201856168	2.92568462061723	2.99636730988459	2.6956408652298	2.87914621234078	3.21006363970321	2.55547931143629	3.21744465831166
ZNF282	4.95046002825345	4.89710764092269	4.8888719549995	5.3149940416817	5.20693145407026	5.02912162443885	5.0909163744102	4.36946732582634	4.77184044273697
GLB1	5.56283270726609	5.80411481323855	5.50504441510901	5.29837294723121	5.16017335555996	5.43958639392787	6.09250787489249	5.17871182908516	5.81595369087077
C14orf142	3.63859338861206	3.61399879492585	3.90881080205283	4.21404118231851	4.19040555697938	4.06874869855956	4.0554516937554	3.75103012055409	3.69246426241874
CRTAP	4.82879942110304	4.84003438749349	4.52548216250132	5.63659158437587	5.49763260252031	5.61530107592038	5.24196372416949	4.96760521529523	4.74061205808538
ELP5	5.64830854344527	5.63826407330349	5.99260817292862	5.52100416605904	5.69798100368432	5.93674251368021	4.13173527901825	4.34274998745056	5.55381788054462
GABARAP	6.18307304609033	6.3035948368376	6.29708139176889	6.3207664788118	6.15847506808794	6.48423030898271	6.71359854108052	7.26839454312444	6.67852507146087
STX8	4.43235673566665	4.42074562633551	4.22279639533338	4.60314792081143	4.24263551575194	4.32822528498016	3.78324897264801	3.70980745782758	4.05937981207941
CDK1	4.41944662677927	4.31476584036067	4.39423762922307	6.08528423663436	5.87800296991034	6.03094666584717	5.6748168986087	5.91869561481428	5.20605789800986
UBB	8.43576665254018	8.67633551969711	8.65571366228611	9.1281214008694	9.11206827946933	9.15013702540021	9.43575114060124	9.81286715412894	9.31699923497565
NFRKB	5.4844224584843	5.51149625557706	5.26980846161878	5.60179391316546	5.45952146078184	5.59076485457488	5.75739709480326	3.38264271457407	5.16430496671809
FRMPD2	1.81160965980552	2.22008458721276	1.89173728869389	2.31334052282918	2.96801313564293	3.27377750095778	3.7187602461963	3.94113300393403	3.78107864959231
PRDM10	2.86018984025058	3.28031969434613	3.74100585248489	3.65889836410145	4.03618463828451	3.82126529626028	2.49636782485985	1.849210514493	3.81745103925727
B3GNT2	7.52529041134938	7.46122709971554	7.29221016021619	7.37448253389392	7.12842677782217	7.19376127812629	6.94438774083812	7.08711230975131	6.81819913107641
TMED10	6.8548055274	6.91059697046386	6.63811830960396	7.4887698996663	7.40398578145624	7.4209171824838	7.12630723429939	7.70325867199864	7.51235434494652
SETMAR	2.87917294361816	3.47095217715969	3.17184520788662	3.16720801750863	2.76870432741952	3.14487976777553	2.95404966154719	3.48392605041125	3.35577281485964
SMAD1	3.12163098800871	3.09760058068777	2.96973980069516	3.63791333897211	2.9045877555013	3.80429221765657	3.32283156986516	4.31552851871553	3.92136999071386
FAM115C	2.5406483382001	2.72455717007355	2.60095789237719	3.67958251827318	3.223270190885	3.29823054468232	2.10043914852871	3.79110755992943	3.08447079304224
SLC30A1	5.19353774442905	5.08690824451805	4.85403657950866	4.78117038995234	4.35366682814068	4.48556182272825	5.42489606972681	5.16352542527048	5.1309738958161
GPRC5C	6.425109019967	6.661613360822	6.59129597166813	3.65889836410145	3.64802284499706	3.50144486433491	3.93288505154914	3.21599284516462	4.40838744102306
MGMT	3.42268500084581	3.75188915204475	4.02819953124316	4.47884685300449	4.79954173134212	4.34005072037695	3.73515468444696	2.45926399617698	3.49701874029539
HARS	6.88093986979234	7.09264613504947	7.14267480748741	6.95719671260391	7.07361191705116	7.20996240336034	7.19606750962186	6.95663409747422	6.9966581180181
NFXL1	4.67435315172966	4.64972649940038	4.71858838637729	4.4550492818223	4.47870287398546	4.86693715464556	3.42742047114236	4.2594944838012	3.92136999071386
DENND5B	3.22911541467512	2.75575179167715	2.65592435159512	4.24905977149692	4.2297542244552	3.78711707384843	5.69171542318207	6.2982505272837	4.54480663924966
DNAJC18	3.71454224184536	3.61399879492585	3.5655090563729	3.82592696818286	3.62852666937126	3.56328411815277	5.57361082379231	2.95883500566749	3.89891513988617
AC005280.1	3.83610422172627	4.24503094434299	4.22279639533338	3.91584360485948	3.66725906385998	3.7697349956202	4.32824506605152	3.48392605041125	4.16665654839749
SPATA24	2.36325208732665	2.46624517448216	3.0124894481545	2.83977694694389	3.02876716672203	3.27377750095778	3.70217736200069	2.73056601799438	0.762542698154882
RALGAPB	6.36577796198568	6.30886255621223	6.21480992552219	6.03600707479256	5.97381875732414	6.13303352492742	5.95929265353524	6.65927472380859	6.5035446740634
WIBG	4.07711232123007	3.98034680129011	4.35324921777223	4.32979104360978	4.89237869780608	4.89125281519743	4.81829591974721	3.83010169154529	4.52294720528592
MZB1	3.52265190890625	3.71268306978526	3.75366115329092	5.65759570483381	6.16186964622086	5.97136885678985	6.5883496832456	5.05249411288174	6.69816501230672
NUDT9	5.44036727840636	5.44127825896559	5.53467719070146	5.19441237556957	5.26490467959297	5.12108920444078	5.4147540593062	4.7408343534482	4.72154532628269
PA2G4	7.6368516341558	7.88635676507462	7.79671829429378	8.33855629653608	8.19910525192976	8.26953257467745	7.94218279613123	8.22241911432405	7.70748190161258
PFKFB3	6.40560186024569	6.59956370466228	6.49283005655478	5.22990481847388	5.50833910836171	5.07936981431613	5.50356332626405	5.01913551593531	5.29902439763763
ARL6IP1	7.50862480680992	7.79593160899052	7.65634563792922	7.47108146302511	7.21920282128681	7.46208103171495	7.88455736201593	7.79480836155063	7.58711744410762
SERPINB9	8.91194797970978	9.00621488706079	8.77379801916149	8.20448319546636	7.97815769304847	7.93820199285465	7.56044588977314	8.05968961428594	7.65065608673277
EMB	5.61472343709132	5.48846791284199	5.47479019940641	5.39221354414359	5.180398383624	5.33710343632661	3.40710048676276	4.7408343534482	3.82937420663309
DLGAP1	3.36997795051497	3.59687461713464	3.66265021478343	3.94176097923412	3.27434437547927	3.0899133085576	2.67694007050167	1.06071461968671	1.11401506865626
STAT2	6.00224616601448	5.45797078450324	5.67434554841581	5.94923333429349	5.9306915094372	6.13981471269267	7.10911348209454	6.22699184411388	6.85365885875652
NUDCD2	4.63021372299609	4.48730679000999	4.46520415057722	5.24038448954801	5.40899390217406	4.9770599688677	4.06844903428427	3.70980745782758	4.88470128066647
HSPA4	8.03514858213648	8.29217044044027	7.82846869373523	8.58184496684792	8.29110422538641	8.27800997377602	8.17180741716449	8.85690175088901	8.28637499901563
COMMD5	4.48906384063517	5.01137369691073	4.84814802014621	4.5758233342992	4.97188614479014	4.39776621823324	4.6980016860295	3.32920345561261	4.48576228495227
GTSF1	0.479766096053077	0.41831069741846	0.958851484552426	2.87607307616687	2.49494351499267	2.46950197183215	4.45242447727225	3.09313609737909	1.8352990405902
ARMC10	4.94596564754425	5.21307779810771	5.08688487383945	5.43542047507337	5.33273617027108	5.28299603098716	2.74328256533037	5.70457080946143	4.61536813672666
RNF34	6.31962145888788	6.11800037912941	6.34386410670795	6.24125436900812	6.52820213493809	6.57458957902615	6.82692622489065	7.19560760497426	6.97803385700377
ACYP2	2.06472859677423	2.05434738273389	2.32384830133167	2.25940171571838	3.19703864931183	3.36919706603647	4.57588816450337	4.61251025647266	3.67934876262848
TRABD	5.21237215084054	5.27897827626633	5.54199124966676	5.8131132824551	5.53998999476961	5.07229776564063	4.13173527901825	2.55547931143629	5.24663637102645
ATF7	5.11963693787662	5.0714946893483	4.97785244648248	4.85576897971179	4.87593755074455	4.73880313606831	3.82979155858504	2.88668521991166	4.97333998101272
SOCS6	4.50136835053829	4.37124866054642	4.54745256233693	4.0959029834355	3.72347507342653	3.87101833145738	4.95054371804565	2.95883500566749	3.92136999071386
BOP1	4.7536420615343	5.05591467788085	4.80624106841228	5.54092334893006	5.52425134732746	4.58828812428266	3.75136491162822	3.48392605041125	4.68263883256267
POLH	4.26924352738043	4.4352695245783	4.27640113892921	4.77637737876344	4.6334254687841	4.71175181151379	5.73311553917337	6.51716237988518	5.65107602416577
KIF5B	7.93154564565513	8.10764764017072	7.88564163759865	7.69648991734391	7.55362186035737	7.52429862416217	7.13559998810913	7.17303564455296	7.80051559583948
AKAP13	9.00697343948822	9.12613616270988	9.14041789243013	8.11572348692426	8.2957468522115	8.12493924538186	7.82740417587759	8.50591762271756	7.9328131311901
CDCA4	5.00764750156697	5.00164762609057	4.90029930219731	5.18720789098023	5.33874740830494	4.60798392562358	4.53901216226834	3.97632243239633	4.74691204644112
CHCHD7	4.83853095912081	4.64556887392672	4.97244908795315	4.56474692641014	4.583672433587	4.72082539513925	5.32011718516812	6.12876000710981	4.98937009083167
FOXN2	5.78039478913998	5.60653196473778	5.55289327918444	5.97665380231031	5.36254497948713	5.46140450413356	4.6555664197091	5.60690755024329	4.83825235797954
USP32	6.33345207448985	6.55592498895538	6.11290240664633	5.74360123950462	5.54519828577237	5.41184140344496	6.07006549948519	3.70980745782758	5.62052369328245
PPM1D	4.34629895404545	4.69065676345526	4.22279639533338	4.40624310404765	3.79517653878071	4.37495633532515	4.52964397973415	4.04422649689814	4.87322849622252
AC093323.3	2.67706753642669	2.85990902296844	3.6079443226933	3.2798658182781	3.2992190441183	3.41464003679764	2.98179465203009	0.771208002491723	2.8703459876894
KBTBD2	5.56576501526924	5.49772340595533	5.6269843656338	5.14320869821386	4.85930687620043	5.31929216021015	4.62949290809921	2.24513919082414	4.87322849622252
MINA	5.36829942206397	5.45797078450324	5.56011579760268	5.52672347995527	5.6504414457997	5.70490897635693	5.59622406169191	6.08912303487246	5.839726752631
TRIAP1	5.41782470975528	5.55204304723739	5.70724765949504	5.80842539842492	5.9187022849742	5.88924209007629	5.91320756677268	5.92771248817171	5.69409534799767
KIAA0232	6.45230030790234	6.43466727241305	6.22165817433478	5.62330700578691	5.37429816091281	5.41743325168932	6.27176960068216	6.08106326507851	6.3128914437947
MTSS1	1.294210442897	0.494259550651758	1.27200936981206	0.902708202670342	1.28683531966247	1.44780690073283	1.47700249999292	2.95883500566749	2.53391832310692
TMEM43	7.12212907019591	7.22531743676872	7.09995228940484	6.48693744033079	6.40470229254168	6.46545891909487	6.04726848950737	6.03173555271494	6.82714610574097
RNF139	5.0375268692156	5.11424433680764	4.97785244648248	4.99842683206288	4.73719335467431	4.87508799576642	6.25196759316511	5.94557890896523	4.91299032509789
RPS9	9.14546956324854	9.2672719214629	9.46339965373047	9.59491968042883	10.0397638123237	9.73138638398826	9.61392435329198	8.69205705569016	9.89741154929578
MSANTD4	6.09040914384352	6.23468900012154	6.15882120031448	5.87719274641391	5.62607101764495	5.62499990263919	5.8430883811985	5.38918556044084	5.71352587794657
NDUFA3	4.15706047754631	3.88481436473126	3.7023599245854	3.83517504498488	4.45676032110478	3.45869521687557	3.79893059488028	1.68874584229975	4.28394007009857
PAQR8	3.64969109749539	3.44247700854921	3.44583882571028	4.54233567898988	4.07990601571383	4.51715494742357	4.52021456681422	3.32920345561261	4.43203870908771
TPT1-AS1	4.47040804135484	3.61399879492585	4.76308030562331	3.18178081859591	3.34771756180949	3.32227601864898	5.02577234909069	3.66737219150718	4.68919654858483
DNAJC24	4.41944662677927	4.0699442377849	4.41031239208114	3.76915787225036	4.40039787848567	4.17819984097555	4.22755106643205	5.77620868355009	3.35577281485964
ZNF160	4.64137582928339	4.55093199978865	4.83033674402975	4.34281772390602	4.40039787848567	3.99586981864246	4.23909268831474	6.2982505272837	4.58755628670899
S1PR1	6.03647033673272	6.15649426974134	6.37695963779124	5.94923333429349	5.99300381452063	6.11249659392472	5.95929265353524	6.06480737432059	5.48764447053024
PKIA	2.51660286423345	2.32779840451302	1.93682517822243	3.29334904764172	3.37136882987414	3.14487976777553	3.18641237163856	3.09313609737909	3.63927132325315
TSNARE1	3.12163098800871	3.18040088574028	3.33230988007987	3.15248651180187	3.39463860919699	3.29823054468232	3.00901612076511	3.02754775575151	2.05430882253199
FEZ2	3.63859338861206	3.79757196737177	4.03857867702316	3.72008188055294	3.81255861700895	4.13812240160022	3.21006363970321	3.66737219150718	3.89891513988617
C11orf24	4.64692466320401	5.01782150670877	5.23412948614097	5.03901164729308	4.94849057737811	4.90723851937013	4.47212027861317	4.49610076435735	4.36808607629849
CCBL1	2.89790950619974	2.3484086841883	2.06420448469865	3.19620788923119	2.80389375588182	2.55315990087906	1.47700249999292	4.34274998745056	2.9598441385285
MTM1	2.61046978769767	2.3484086841883	2.62870288286009	2.76432471851442	2.65767301503078	2.67019932206928	4.10675292246091	3.86806954174431	2.27960113437423
TRMT61B	3.73552726697469	3.66418455209407	4.22279639533338	4.32979104360978	4.45676032110478	3.52235385409789	4.19236163796975	2.64567712040786	3.32241421791321
INSR	6.00656885101886	6.11349195345766	5.79557132586907	5.34119580688203	5.32669978054041	5.29519648459269	4.90779407058631	4.82045152151157	5.00522404203251
MFN1	7.90632005493393	7.83251023984243	7.86537771722407	7.28113523766566	7.18457647817718	7.32599718408804	6.51191296948448	6.11303565481679	7.12312493921758
PRKCE	3.13748493920955	3.49887617872213	2.85697187053321	4.50805220338952	3.9287002116181	4.31630211760434	2.7104926302127	2.12484495710642	3.10423404786367
JAGN1	5.49676644857928	5.71764249385402	5.87879823298639	5.70880587406808	5.56071128514369	5.6725394605238	5.45984194883473	5.47779994761441	5.44178010356591
TADA3	5.38831400952437	5.47915265826155	5.6269843656338	6.02392581752802	6.22813594605682	6.36196549680539	6.07972643987841	5.49002624994767	6.54931929554357
C9orf16	2.82145744576187	4.05120767520332	3.38206291527697	4.51957078785779	4.40039787848567	3.14487976777553	3.7187602461963	1.50817359665793	4.71513333776846
ZNF672	3.87445053337575	4.30951967079471	4.24088685231628	5.12069544488679	5.01005490645986	5.03640797851734	4.76340416125114	5.98930028639454	4.92970126530582
ZNF692	5.29950474256651	4.74218706409534	5.75523528878903	4.81428287720168	5.53476283310606	5.84428194898525	5.4499434877685	5.40218290096971	6.19342777719313
NAIF1	2.36325208732665	2.28567292884034	2.75994741613835	3.23864315555158	3.34771756180949	3.1176582990405	4.13173527901825	3.83010169154529	3.65275455261677
TMEM126A	4.46413544433931	4.32520129302698	4.52548216250132	4.4550492818223	4.70031735243927	4.49616992229423	3.27877638978722	3.97632243239633	4.80240715903282
TMEM126B	5.20110103850552	5.16450723931788	5.50878196911882	5.2950256254491	5.25222156458113	5.54551983867693	4.73107350763515	5.51417233727937	5.29473065922749
TRIM8	5.61472343709132	5.57189696204602	5.74892841517819	5.41397875282726	5.33874740830494	5.18148991090974	5.2815696046789	3.57856292454933	5.53573875873129
NETO2	6.15997403297792	6.49829990747784	6.37491326150361	6.26540045633982	6.1550724838671	6.2059291464956	5.74530740080786	5.45303204246547	6.03513226583274
JUNB	4.85779929282559	6.26074598769489	5.21595356017652	5.65498685233105	5.36254497948713	3.32227601864898	3.7187602461963	3.97632243239633	5.67439954665675
SHCBP1	3.35649472115134	3.53528681891181	3.29816165766802	5.66019984821397	5.54519828577237	5.41743325168932	5.02577234909069	5.73570932127034	5.30757372660231
FAM98B	6.02159706025119	6.02504101322185	6.01905611875834	6.58886706139941	6.4246214754127	6.50538845232361	5.38389309560144	6.93443835136003	6.28502276811628
ZNF440	3.16867956081314	2.74023879230582	3.0124894481545	3.29334904764172	3.08706580728669	3.03276940145399	3.86000617163205	4.34274998745056	2.9598441385285
GAA	4.29774213386725	4.43044445305432	4.11902850944318	3.2246362975577	3.50566992158573	2.84635627722311	4.45242447727225	0.771208002491723	4.11888082382807
CANT1	5.13945448905932	5.24640428575169	5.03080132643144	5.19441237556957	5.32669978054041	4.84220463395264	5.69171542318207	5.28076310055486	5.21971126528361
ZDHHC16	4.72769360949666	4.73437814088458	4.68594683469457	5.22990481847388	5.30229843705028	5.37207957456959	5.09727186945003	5.10112888813262	5.01569737326202
CHST11	6.25205222595227	6.27157809895455	5.85550497153455	5.8682109583939	5.74852644548189	5.69573441417642	5.42489606972681	6.3661545917855	5.09685451749808
EXOSC1	4.90023455914599	5.02743950927037	4.81230282119948	5.12069544488679	4.91669435835795	5.20107430722814	5.5178475522703	4.6565654365506	5.42223109116112
PGAM1	8.56118066110706	8.66585337245469	8.57467615372959	8.9448346672052	8.92994509480941	8.98060554706142	9.37819556194179	9.24649108382409	8.80900816753303
CHD7	5.62037553067083	5.47681441619235	5.33019913348406	6.14599831243956	5.9660727250735	5.9445093967239	6.01406345550243	5.80585414529861	6.04794491701713
ESCO2	2.89790950619974	2.75575179167715	2.75994741613835	5.55778073691732	5.58113916684148	5.30125823737989	3.8144435942516	4.39569886739952	3.95441025247787
CLCN5	3.78669202760119	3.78250451928283	3.63555655390116	2.64318828101278	1.63830769016385	3.71629573665874	2.33363832482174	1.3017227191905	2.7247406654425
MRPL36	4.65245223717245	4.59902628798969	4.45748918544921	4.80959879827886	5.11885229595434	5.1880476269319	4.45242447727225	5.64020199034171	4.4706157411984
ZNF581	4.61896458186313	4.97869517541895	4.73144098844935	5.00663564533841	4.80823269160616	4.2299612686653	4.62069595986205	4.39569886739952	4.58755628670899
MCC	4.11764012781268	3.62248526081368	3.38206291527697	3.39690523946832	3.34771756180949	2.77845221272131	1.31194325372242	2.55547931143629	1.51927154714252
ZBTB26	5.48131988730816	5.1440223813932	5.45942179798321	4.74237289116231	4.24263551575194	4.91516543514176	4.74732939839307	3.5320203386123	4.55202012948223
POLR1C	5.91065117509133	6.02023202529945	6.1492747963113	5.54937666437045	5.6504414457997	5.75435196292081	4.45242447727225	5.62918899761929	5.3329218757316
ASXL1	6.64207060177015	6.49599251787621	6.50223488152218	6.5902332499872	6.71078435149034	6.89225712783172	8.29856104180167	7.5685092598854	7.80806701345119
ZNF318	7.88064553233526	7.79170496033978	7.70276786889489	7.81399056739602	7.80117527940216	7.87762571856832	7.25552365866012	7.70325867199864	7.44517411127684
ZNF561	4.85300628163669	4.91448971915093	4.56191579164889	4.91366265955995	4.7552838116572	4.66550762674456	4.89325797742843	3.27370834302091	4.82044108186308
WIPF2	6.02799010634436	6.31803503514478	6.02428801947277	5.70376588626674	5.65526651732368	5.63942697327447	5.72081976837459	6.51117608481945	6.13458213873294
LRRC8C	5.01195405712569	5.21307779810771	4.84814802014621	5.03500415849156	4.60378000703558	4.73880313606831	4.10675292246091	3.57856292454933	3.54118632357096
RSL1D1	8.63772277423473	8.9375219093686	8.69806953045001	8.63939886686127	8.53246998092945	8.54520062304538	8.25232359441081	8.57784712446474	8.36629692463217
LRRC8D	5.55104350956248	5.65076403633175	5.43997817428904	5.80842539842492	5.22001721308992	5.48822116917874	5.72902858165012	6.56994979424462	5.2014779099066
PPID	6.33345207448985	6.38065962047249	6.4757453103588	6.18449690670449	6.44426937692159	6.53140710235077	6.19087661978316	5.25233469222834	5.80391862595042
COL24A1	5.16674953371474	4.86528219506729	5.4360578049177	3.62730523940613	4.10833442404035	4.7741001881816	6.62179851630921	5.16352542527048	6.47915523036492
ETFDH	5.68652786567576	5.68762695126527	5.98189172595049	5.30836856486666	5.59627247036664	5.73208770870233	5.60517103635648	5.74594124388129	6.04539147380031
PTGER4	0.376672603088974	1.27494652224728	0.772438360321544	3.16720801750863	3.27434437547927	3.29823054468232	1.69381388906607	4.07701643201581	1.68592141655197
TBCA	5.67571098245661	5.7275104874629	5.96021702657665	5.63923388372416	5.89849614177442	5.77191924288207	5.46476582747402	6.43100573613547	5.91439032039542
BCL2L1	6.70459943859778	6.7886446613165	6.79786435158234	6.33550469480417	6.58240635624301	6.42993622389415	7.97878590215775	7.69536068672131	7.89856149481983
PLRG1	6.79483755869962	6.88084060388137	6.83555445330076	6.62397414801424	6.49090046225539	6.5288262518577	6.60628551693788	6.5583850426117	6.6265153158287
RAB4B-EGLN2	4.61896458186313	5.05277838307854	4.961581277308	5.01886194767167	4.908634588564	4.51715494742357	4.80282451098477	3.83010169154529	5.25107543619295
ZNF584	3.51052834982376	3.39373267469779	3.66265021478343	2.99636730988459	2.21021403805956	2.63223147187026	3.21006363970321	2.55547931143629	2.61880722069343
CLSTN1	6.04490101107261	6.18685270040247	5.94098080771374	6.108352470269	6.19538323313376	5.98272871895439	5.99035666553351	6.35950621577614	6.28502276811628
CXXC5	6.14043825659889	6.3528782010564	5.96021702657665	6.24819458703867	5.91065375620065	5.68650113439838	5.934660676439	5.51417233727937	5.57875397117299
ZNF274	5.65383082785631	5.41465058118667	5.48241344060944	4.88277810004477	4.79954173134212	5.03640797851734	5.46967295819443	4.4214619634646	5.43399225717346
PIK3CD	8.79904889917897	8.74109148497102	8.78809372170202	8.59040393263051	8.71281081220001	8.77818059546721	8.28818189602167	8.03695326198596	8.30143402153787
SLC25A33	4.809137174126	4.93847807534255	5.19290682341445	4.3937791384816	4.68151975698515	5.03640797851734	4.58496174812884	5.22333482050579	4.43203870908771
ENC1	4.33259153462486	4.6288175096374	4.23186997895884	4.50225823961454	4.54259649058409	4.693431628307	5.76938631926626	6.00642446418575	5.57167324510234
BPTF	6.86911927895423	7.18004160419419	6.69827412451415	6.92723978819422	6.83930567603889	6.87610362061716	6.84214266170158	7.69007123976632	6.91369049256657
ATF7IP	5.50595562003394	5.6022477892335	5.20677899799601	5.8154515245243	5.26490467959297	5.76316234169671	5.4745634545415	5.75610111010151	5.20605789800986
RGS19	3.32914423300639	4.09455370512891	3.07432870197236	4.55358482012284	3.82973376081708	2.94257159248241	3.54367353963821	2.81073636667836	2.8234249403019
HDAC3	5.79045721905774	5.5675085326824	5.65423797496723	5.7460548030907	5.77979350608133	6.01628127866542	6.10832705795902	6.70194534005461	5.86311441845832
GPHN	6.01302869035295	5.96624734115615	5.70399101016433	6.50877481549623	6.38450423206327	6.17655198809407	6.1517196534724	6.72281651838944	5.63077986235951
SPATA5L1	4.76899002586773	4.89009574356731	4.78790147770935	4.14878254303845	4.29304046918918	4.17819984097555	2.95404966154719	3.62365081407786	3.88755527772162
GATM	6.12262698048243	5.95285019284968	6.18007241167843	6.57513354464184	6.21512395218337	6.46545891909487	5.04562626389933	4.80095534588577	5.61019409038872
BCL2	8.36177661560973	8.50620353073623	8.32039655853637	7.94149339228336	8.06864721781421	7.90076567485143	7.84072291905045	7.78739724059105	7.92102180800652
RHNO1	3.47353414234156	3.56200415728759	3.52178767894358	5.07458675219841	5.13966075823425	5.29519648459269	5.5781619160235	4.34274998745056	4.73428443811337
CTPS1	6.0000799568374	6.12249475983861	6.1564405148883	6.71194694877044	6.85826106604888	7.01166760335229	6.48550683222808	5.77620868355009	6.44856015316185
FBXL14	2.89790950619974	3.40361418621176	3.2090781140856	3.57306219462214	3.41753901130706	3.1176582990405	0.659866557142728	2.64567712040786	2.24441170591193
EXOSC10	6.36745942492764	6.34264174096942	6.32066237061283	6.54021666508498	6.33424132955303	6.56454466435869	6.05054734328438	6.63195013729635	6.44468974160941
MLLT3	5.89907250105586	5.83730287192669	5.44778709749981	5.76068919779791	5.28994123053029	5.2075438025577	5.8430883811985	4.93219987916403	5.67439954665675
RRM2	4.39986223046086	4.78817326936952	4.54745256233693	7.34079004255904	7.20610963972682	7.27916213279444	6.44870139122953	6.32579685416936	6.19342777719313
TRAPPC12	5.06679994679393	5.1760835906255	5.38409918243349	4.85576897971179	5.28372270779514	5.02912162443885	5.45490120756446	5.66197893273696	5.39440966346661
RPS21	7.07557015642166	7.08422273243128	7.31693653740894	7.21182403874261	7.70788446098455	7.04275349002661	6.87949607618395	6.18999763663167	7.20662937555383
RNMTL1	4.7224474399307	4.9452592631078	4.98859882794648	4.712574343884	4.92470935142207	4.78279114844564	4.84874971628892	1.50817359665793	4.46298241629597
PTEN	8.15438453959849	8.21570933353829	7.99227448608988	8.27073547847186	7.94208843834095	7.94111652928203	7.4824753223064	7.9795778569613	7.44129459286272
RPS7	9.74776352709763	9.866119948439	9.97523772178958	10.0300420137895	10.0272558216036	9.99832050443771	10.0642985562663	10.077776078391	9.98079275659859
RNASEH1	3.93919771469037	3.72849358463272	3.88600091914474	4.33631908660728	4.908634588564	4.30427958935513	4.76340416125114	3.70980745782758	4.97870316577982
PRNP	5.83245644471113	5.81711215376742	5.80775889605454	4.51957078785779	4.14995351324208	4.27992972793938	4.14406608092897	5.33599262127525	5.1309738958161
TVP23B	5.91984766864452	5.92910159007708	6.22165817433478	5.32487555319566	5.6407426190809	5.43958639392787	5.58722125531096	6.07295821544145	5.55381788054462
ZNF217	6.50519208731387	6.49020784677055	6.44095660433054	7.00714714863783	6.92170894470965	6.6406227421294	7.0031051582755	6.81317129559541	7.02025565522432
PPIH	4.63021372299609	4.92824615273159	4.79404061480676	5.19081463046097	5.52425134732746	5.16163599610111	4.13173527901825	6.43100573613547	4.92970126530582
C20orf196	3.10560087818976	3.07304347644379	3.33230988007987	3.02897197531651	3.02876716672203	2.91120742157308	3.96103609186329	3.79110755992943	3.08447079304224
