	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9
SPICE1	5.12900129581525	5.01751196592067	4.53409283675164	4.72585052363779	4.65088594227784	4.81649665253822	5.53168813454365	5.10858738964976	4.65827915057491
SIDT1	6.8464453011489	6.99513218781605	6.95354547964544	6.83748260274507	6.74673865953335	6.69028428955322	6.98411336440822	6.56689116845824	6.89680585417162
ATP6V1A	6.79803924938719	6.5009683465644	6.49748808398498	6.8762302962268	6.32563336917888	6.59955866129388	7.31887427434315	7.3834577762415	7.36766365370069
CCDC191	4.95529115203727	4.90941818580848	4.87253701878227	4.49929207272179	5.16750114664582	5.0383536516971	5.71013054766595	4.28355598289649	4.54331343645439
QTRT2	5.15369350073115	5.39295728612661	5.32420682845354	5.47870280321946	5.72457996954526	5.63504978120069	5.45744950425173	6.2780530072191	5.21221475567545
B4GALT4	3.95328322542103	4.01444566287288	4.01379554973435	4.18754946168076	4.29064937741868	4.10429896352095	5.63634028695159	4.84637950634839	4.56966476340135
ARHGAP31	7.27480939941405	7.03047153295644	7.01655036256468	6.86494154503847	6.20277662139335	6.51895271627782	7.33710351558645	7.03110150971879	7.30630391904576
TMEM39A	5.45270720367051	5.58294356217631	5.42386109105066	6.11125767534956	6.18876976339947	6.15110950237515	6.03764276082502	5.75690118623267	5.4435403017819
POGLUT1	7.38318820504119	7.28576960998022	7.13181585796065	7.4956369021806	7.67771107474595	7.63239141479367	7.00380916574914	6.71271310435488	7.1070676590996
TIMMDC1	6.20099921550951	6.00366198715964	6.0647258604775	6.08425457344295	6.22765129003238	6.18633473238697	6.06914390403902	6.21417326095438	6.05088888315933
CD80	7.56116986023702	7.46042025390535	7.31483719729581	7.95340401335208	7.96173684180873	8.01609252065687	8.0127473218804	7.90527319540196	7.70583238959526
ADPRH	6.95478943231708	7.02286236425765	6.88525340577476	6.58021206810536	6.6921805566395	6.67796226412071	7.03923426130731	7.09925623576371	7.12716745072771
PLA1A	4.6478375450025	4.73411847245229	4.92039198792704	4.83169561126772	4.55804897581388	4.34152418300514	5.65306737335704	5.21225094882336	5.72720604038783
GSK3B	6.00944164173252	5.92746236127824	6.01048281569351	6.33719446878558	5.94057831818562	6.00421504940069	6.06914390403902	5.8879163562289	5.8179358165634
LRRC58	4.47387181366856	4.26205002813707	3.64364229893057	5.00625206144168	4.10025090523662	4.84616751921456	3.4041000796588	4.17720400172415	4.24936775409291
NDUFB4	5.87589454310197	5.77998040923586	6.0082700928044	5.82005152028653	5.95389047760553	5.85166350696941	6.13015489961456	6.11477479745073	6.29153720833685
RABL3	5.132554733673	4.94850035104903	5.36973253678661	4.81301968650729	5.13864628397364	4.99265360769204	4.96246837036824	5.3584716896744	5.20382697018273
GTF2E1	3.70861717507093	3.52163300878194	4.09944057681452	4.21626075832229	3.93555441859612	3.84983383641233	4.76116998066642	3.42968848821704	3.49600772167604
POLQ	4.2236664063247	4.19862464799544	4.09944057681452	2.38381485530186	1.61362632370876	1.71963511328563	3.81418836296591	4.12910971352311	3.0105808945058
HCLS1	8.43176838548625	8.41956901637393	8.64524519464117	8.31952272333149	8.52358915849005	8.39111720903792	8.40964772818152	8.22803394606428	8.5420663292963
GOLGB1	7.94749482063189	7.70255457910326	7.74578918593803	8.24048609542264	7.7481720377346	8.01690806338119	8.44008546140233	7.94863934952682	7.44976073968244
IQCB1	5.34655715227307	5.22804113597217	4.84800079743676	4.60077339058768	4.44002700145691	4.87524044341087	3.75343433188681	4.40969701302957	4.58266210393022
EAF2	4.47387181366856	4.57672056888615	4.84800079743676	4.18754946168076	3.83841326018559	4.11652526585421	4.08464024036219	3.84141325345505	4.58266210393022
SLC15A2	2.83176540584379	3.41405312158212	2.42883304901319	3.58434784267457	3.65496711908966	3.36733336935475	3.14501285834167	3.03654359478704	3.9416335407883
FAM162A	3.39025569520376	2.70778432463883	3.69956771352857	4.4151109857914	3.90846075771385	4.10429896352095	4.49039992605302	4.0623835997223	4.76475577870422
KPNA1	7.23899453802648	7.12874179546149	7.01544906858686	7.21359321665466	7.30045255244904	7.26738653490971	6.85632721370676	6.85256337797177	6.98755545340707
PARP9	6.47597129748446	6.29653840452236	6.31617944739191	5.22688187407886	4.94558478373339	4.64140994598013	6.38169366661052	5.95382579624215	5.9541897126554
DTX3L	5.76579575192619	5.70968135981143	5.46961289915552	5.53676677814046	5.04844847500206	5.13166386269214	5.96581957986788	5.72489924472862	5.2452865772811
PARP15	5.96827499566472	5.67902533165741	4.88706091702505	6.04478029037794	5.99632574392592	6.02706363847788	5.64472807244431	6.29994007743058	5.49256863770927
PARP14	7.91897105927976	7.93112557536883	7.4234459867345	7.75854930936387	6.98421236427382	7.29723178438374	8.00625234167747	8.11219993501303	7.79926660511933
HSPBAP1	3.43698674554875	2.8244292434911	3.63219227818703	3.7107961779155	3.57106586148072	3.9072621164614	1.7378374768358	4.12910971352311	4.16546649648397
SLC49A4	4.12722128936996	3.7452590300575	3.93211175214064	0.943242263915875	1.31664458595163	1.4372353825849	3.900776047962	3.20066297454814	3.12161220689454
PDIA5	3.96129821848515	4.13228215316674	4.57652810307204	3.89965299536819	4.01391005629758	3.84983383641233	5.00217808017021	4.80616240627199	4.05788660928415
SEC22A	4.14140022453972	4.36193039050599	4.19592410085707	4.258283973218	4.40168068980743	4.28847794864351	4.94898514100462	4.58631666704589	5.03442763646016
CCDC14	5.30307112476938	5.69059781382216	4.87739458243157	4.76524396193788	5.0422299522669	4.8680269531783	5.19726909547309	5.6186062050024	4.6459483486642
UMPS	5.87801303840318	6.01904267698298	6.13536867076275	5.56494531145205	5.49797435066619	5.45419420974474	6.08155426048844	5.6186062050024	5.2452865772811
ITGB5	4.91459183697341	5.23859105531308	5.1939784565421	4.54527827799597	4.52275192370059	4.58092884245404	3.04716553494352	3.88067268390227	3.57617807036002
HEG1	6.14755995654805	6.07309376591158	5.59286347620465	4.72585052363779	3.88084852650599	4.53612104709536	5.29642456213265	5.68109489179799	5.89289787424462
SLC12A8	8.0720797351775	8.04819667211872	8.0510864137968	8.43242122594723	8.54848290374145	8.34639870630746	8.60283102476134	8.51286281247362	8.82922697732834
ZNF281	5.78849795193962	5.91106792302758	5.5077060703276	5.75793916131465	5.40894869027147	5.78428807162788	6.30967254357134	6.23325680694366	5.94918034984165
SNX4	5.87589454310197	6.35346171605354	6.07744625184232	6.59121456216283	6.5394049948021	6.50041180193232	5.93878937389873	5.79849527552034	5.26154246803901
OSBPL11	5.34042453925175	5.66344952540295	5.2437314917392	5.41820358084678	4.92545382862715	5.29656029494137	4.24769852231623	5.31614019196808	4.69465154023988
SLC41A3	2.66511553643434	2.58087221215661	2.67187597965952	2.38381485530186	2.66309499997306	1.84249186107116	3.48106206147368	3.16929880363881	2.33635105568755
ZXDC	5.40942310594171	4.91600584584324	5.47282602975071	4.75549598538632	4.42098124576636	4.52699003534323	3.98245984555571	4.26883447718972	4.83161075346048
PLXNA1	3.68944486579608	3.29780005308627	2.73746432128709	3.91724705538293	3.71874302952298	3.96249163718179	2.25866964013724	3.78044523616362	3.38167504619704
TPRA1	5.52748932931847	5.51513924669644	5.68993595120451	5.74814153424717	5.70503095714048	5.65194830577405	5.26412407022934	5.00580007135593	5.04385704938009
MCM2	6.84752678173994	6.86329497420353	7.35805073173897	5.26173127483647	5.42815290116862	5.25292157923446	6.58278198228647	6.65727131431791	6.56803183165838
ABTB1	4.61772803390456	4.34249986055709	3.87496784503703	4.578830837707	5.06080568152204	4.93168559040062	2.82898536489399	4.11271527527244	3.77044689078208
MGLL	8.25028248625113	8.25784250176015	8.4976852677536	8.59361021335647	8.60178255075308	8.48133407959342	8.60498189365156	8.829862890664	8.88865224910213
SEC61A1	8.50795757773821	8.63553110309137	8.62877548559253	9.03851368752314	9.06560411287593	9.01833415476134	9.3309443767459	9.29154371609621	9.24758365965369
RUVBL1	6.76979451326121	6.8785527607973	7.17979351223368	5.90186402268355	6.16034135507295	6.13015713144198	7.22969057316547	6.9411147444926	6.65674355166369
EEFSEC	4.30779353501178	4.22007775766176	4.8380682622255	4.12835366917286	4.26951061036053	4.23340656614983	3.92852103844491	4.09613239107684	4.09464515929427
RPN1	8.38858494221924	8.35255140261022	8.70350506227212	8.48572143331552	8.41166477838005	8.42223109643498	8.49794268827028	8.69389433230663	8.64633528578356
RAB7A	8.16999531306025	8.26043320062179	8.3092310076	8.82966466768723	8.60283927670466	8.63531534862728	8.24563211703449	8.24787485855408	8.02553123597177
ACAD9	5.00266159213657	4.79256474483585	5.18224916395999	4.24441179863644	4.76100875649998	4.50855278708656	4.5805977350246	5.33038914770636	5.49943862707631
	2.03529879992892	2.06866605387077	2.73746432128709	1.19478103091184	1.54491357362475	1.65404677165805	1.96916302294225	1.51948515856768	3.52322919041106
ISY1	5.39173918637909	5.5323914109182	5.65075268809376	5.73331919454164	5.67319087770857	5.94030901739578	5.81790186576497	5.51012710386945	5.72720604038783
CNBP	8.52698315012812	8.55023392126316	8.77487908442723	9.11292870478867	8.9925008333234	9.10103385985808	8.91080843485708	8.85410521315207	8.63233975121553
COPG1	7.7424399308951	7.9098307970056	7.84583389105659	8.22290811322898	8.07115037226662	8.18814602583379	8.04795626943352	7.87643035138255	7.95855868215751
HMCES	4.82079428802279	4.69634942957655	5.02478337924431	5.40579322439735	5.28802390801186	5.11347839029535	6.39169505876802	5.6976777759936	5.19539013303409
H1-10	3.80973909951379	2.87939570270903	3.52483486889054	3.82704924641135	3.96214862860784	4.48987686232613	3.14501285834167	3.4816831258553	2.89028666078808
MBD4	5.79523952981868	5.32032306971241	5.58397620965545	5.87959976846506	5.96708092415007	5.86983370988393	6.54295044810673	6.18310460316384	6.44532030822719
IFT122	5.11469936911529	4.86924774733295	4.828066870068	4.29911769072658	4.24805750069422	4.17614924854063	4.50889626967041	5.05810894462197	3.25749563497631
TMCC1	5.04475912917799	4.64968137007526	4.88223584550107	4.6750461529663	3.77981860627474	4.33106982536798	5.91124304701307	5.45916568929387	5.96415655741444
PIK3R4	6.18739680439936	6.26849927911331	6.11082897140102	6.12267748464066	5.71679212315281	5.83696075509793	6.17137756234107	5.40633800093966	5.67354590722822
ATP2C1	8.15914793082326	8.18879767959862	8.11160218894926	8.73796755547701	8.5670106867667	8.69411343903872	8.17355302649928	8.39579039553646	8.46343985921961
ASTE1	4.24352032113333	4.38110269978084	4.18812573029666	3.89965299536819	4.17035514370097	3.98933324940043	4.66548663261111	4.34098426294556	3.54994652878684
MRPL3	6.67428718233259	6.91846848377985	7.02094715085431	7.01138073744675	7.01152477875082	7.16662647442213	6.8635316982961	7.05274775286755	6.45948184565092
DNAJC13	7.04145506580476	6.97318963493537	6.9338615340906	7.18845539266242	6.78820368339396	6.93600374699431	7.02323969569804	7.43051548453713	7.14699105326146
ACAD11	6.08474614701366	6.13651914605321	5.93327850921263	5.10167162652036	5.28275859179922	5.31259040476032	6.29908390858314	6.10237333105098	6.12827593717555
UBA5	6.25904650087738	6.58604502171735	6.43954720024464	5.98346674152537	5.93387589014513	5.89134012117323	7.15532312711936	6.7235503011606	6.96291446087548
CDV3	8.02744705524953	8.05268755524974	8.07612643193426	8.71551755784948	8.47363053168644	8.53355878586576	9.04360185662045	8.94777312611989	8.87154369236391
TOPBP1	6.66327418961017	6.87348474021942	6.60828566218809	6.82122016760916	6.53276681572446	6.62331615241826	6.83815701079224	6.79207472624554	6.71987153022915
SRPRB	5.5960137544034	5.56209500512598	5.8906691599419	5.6410372608014	5.71679212315281	5.8221066208808	6.01193704663254	5.73564562619262	5.60512944405615
RYK	5.59343751257437	5.73225332023273	5.437081756681	5.34208772969213	5.12694078332136	5.31259040476032	4.64890374841551	4.90467814691306	5.31703758063072
ANAPC13	4.9870436313217	4.98027905972169	5.47282602975071	5.89299950913625	5.76667750658668	5.68105265096658	5.39915086368707	5.56538600917629	5.96911427721041
CEP63	4.45696503767367	4.58501194251754	4.30810715069118	3.69047619353591	3.97526412839809	4.02868191687626	4.59797981325283	5.03219157024733	4.51647182423575
MSL2	5.84156858087415	5.38348142256357	5.83182552188803	6.16010357927909	5.91357972833886	5.82955280536366	5.47637036614896	5.81378900574669	5.85590366676242
PCCB	4.80306509359048	5.0357741723134	5.13840699068015	4.48756278013969	4.28011870992652	4.60716038402722	5.02805671199582	5.70316331507733	5.54663379474601
STAG1	6.07923265607056	6.24514579189927	5.96328764802381	6.894110556585	6.54381353922842	6.84524948225015	6.29908390858314	6.25955666360171	6.11938410600242
NCK1	5.19166135093017	5.51947166749247	5.46316508935749	5.26173127483647	5.0107288090529	5.00585914649131	4.87961143796396	4.20839862332775	5.57292509256493
DBR1	4.95127250029988	5.29527565167073	4.96214491921881	5.28224387216218	5.15602836220187	5.17322585333387	5.17427745284686	4.71135271289067	4.98633334825912
ARMC8	5.15369350073115	5.29021355861447	5.02039828455859	5.32241431063771	5.22353518156015	5.29117709824446	5.32801768682797	4.68941016001	4.07638295290154
CEP70	4.07646798890533	4.70398275447898	4.14848875805931	4.28563446136295	3.98826146892697	4.27763056640652	4.47166336347143	3.73831976049094	3.81518520554737
FAIM	3.1589301490973	2.79614019905968	3.14446450150052	3.15083768332424	2.63030506485539	2.82769485914308	2.25866964013724	2.49439417760485	1.17407962678868
PIK3CB	4.06163294774239	4.02667196520614	4.24936335981853	3.6062072766383	3.4634859742809	3.77467647684359	5.11514232875953	4.68941016001	4.77611564086877
MRPS22	5.18483201254006	4.92256356186541	5.59581377383996	5.27543869425706	5.14446361056895	4.9522958700759	5.83998436384325	5.7516165831044	5.22055405658818
COPB2	8.26290207751308	8.13757645283625	8.28932208830457	8.48719469873932	8.24230498557999	8.3560986198595	8.55579434402403	8.35890617094282	8.24477561745961
SLC25A36	7.09889256631147	7.16237584034853	7.03623123672677	7.38302368717625	7.28868072342994	7.40582434582078	7.60121576610309	7.43711444419965	6.99243354779554
PXYLP1	2.1796887092641	2.36674740680377	2.31886020698806	2.81771138183202	1.47276378786891	1.65404677165805	4.52715847606314	2.33392950541161	3.12161220689454
RASA2	4.09115203466244	4.28258695913977	4.10773195044592	4.32571190073829	3.90846075771385	4.27763056640652	3.87248700353058	4.57439349967007	3.70062544128451
ATP1B3	7.08061300544158	6.8785527607973	7.38473618603025	6.92270148547504	6.87123343762927	6.93600374699431	7.76982329242585	7.69423869202683	7.31411812929876
TFDP2	5.47247045849194	5.80148682052516	5.41386547341522	5.26860126420351	4.71483857506706	5.11347839029535	5.91817909422345	4.98793365056241	4.67050545290817
GK5	3.07277350534759	3.05679195358248	3.14446450150052	3.69047619353591	3.83841326018559	3.30459761400679	3.65721901662751	3.58036740071471	1.99121556963886
XRN1	6.17711016516232	6.44056764009544	5.99938510681018	6.61026930196154	6.43410216749981	6.28441973206916	6.95405613055204	6.44777379108858	6.79159082137802
ATR	6.25742001249666	6.39413740483527	6.28727037659463	5.88854674312962	5.61152785782476	6.00421504940069	6.05662586419259	6.72084862426454	6.72574211835365
PLS1	4.38728412867247	4.03879552428863	4.30810715069118	3.20913632388891	2.66309499997306	3.57651017118703	4.50889626967041	3.75953624640064	3.87979428697044
TRPC1	3.1589301490973	3.78898040748681	3.56151553221701	3.9518042774193	4.47738041593928	4.60716038402722	3.55412552366341	4.02782637768593	3.9416335407883
U2SURP	7.75517393168173	7.94004113489395	7.75505635731747	7.91670047646338	7.74338856173134	7.93298239501907	8.10985080315947	7.6720322693266	7.67278639415941
SLC9A9	3.43698674554875	3.65362855459193	3.57353806046622	2.96031577727482	3.05772628859007	3.1225997802639	2.82898536489399	3.26141700562724	3.92131355640871
DIPK2A	4.14140022453972	4.14355326550176	4.21139550961951	4.29911769072658	3.80941338846304	4.32053915787581	4.66548663261111	4.23893299147586	4.31314366452623
PLOD2	2.86632262788016	1.56419347100998	2.31886020698806	5.54244668721281	5.29849723924137	5.3851289523188	5.37918244745447	5.56538600917629	5.60512944405615
PLSCR1	5.20859458571048	5.12377065331123	5.40042933400952	4.53391841583143	4.13572880059134	4.15259452056174	5.0408240080697	5.04088253051137	5.64904094371958
GYG1	5.45838152776379	5.22804113597217	5.19007927838241	4.98971669371538	4.82760650522901	5.10122612947133	5.42859464157955	5.65868364437773	4.43281389518884
HLTF	5.65896855209919	5.15751944466577	5.58100157965134	5.10934555440578	4.86331860194841	5.20219660676148	5.74955089739959	5.72489924472862	5.42200714023226
HPS3	5.01426510005673	4.37154839306759	4.6464906612396	4.72585052363779	3.83841326018559	4.61579930230109	4.86532721195771	4.19288562395642	5.03442763646016
WWTR1	4.40502240591267	4.64175445430364	4.49037145932232	3.05871948133581	3.17604625577883	3.42745436179232	3.87248700353058	3.16929880363881	4.02016694333499
COMMD2	5.48919754489739	5.65952915603161	5.61047543499537	5.83401319416112	5.61990346939492	5.87703819447327	5.48573854868316	5.48487140348635	5.27761723089709
RNF13	5.36480011452109	5.23859105531308	5.36282140960181	5.68791595321734	5.78541406916826	5.69334842176535	5.42859464157955	5.71949588619929	4.54331343645439
TSC22D2	5.33426574637297	5.38348142256357	5.45018236920662	4.98971669371538	4.5753788543518	4.9177799883754	5.49504629090938	4.71135271289067	4.16546649648397
SERP1	7.37646059939496	7.46604261114154	7.41762195040171	7.84267112197105	7.61624512101685	7.74397449483532	7.79075986757563	7.92183568199771	8.07465895941909
EIF2A	7.58794767591188	7.64423629740819	7.67710882921547	7.82763086102955	7.6926769251429	7.8094533755341	7.78697574726607	7.76150938786283	7.36953972033812
SIAH2	6.21279702107604	6.34860006009351	6.27075078723593	6.31081302435895	6.26551237674131	6.15704042559293	6.08155426048844	6.42139234666195	6.01777639591
MBNL1	8.39821158413889	8.42938723509023	8.30382849216181	8.54775136915777	8.18489391653303	8.43632122369432	8.82391599521559	8.55138833374294	8.54123432521275
P2RY1	3.93711840599002	4.41869948643849	3.96898775437567	3.66986591386062	3.19858882442992	3.40769110697089	4.26955795627997	4.63304771739088	5.33250898939316
DHX36	6.24105347235751	6.22406494133519	6.08376463438336	6.21803638321214	6.05309483985842	6.27354167833864	6.4834021999282	6.42139234666195	6.30336264373364
SLC33A1	5.77491954543908	5.76546260078068	5.64221600613928	6.11125767534956	5.98987793412789	5.87344044936467	6.2114550017164	5.78303768078014	5.88767071258107
GMPS	7.30897172620906	7.28067399305941	7.46195291028529	6.59941171512945	6.19158203532486	6.30593282469061	7.30835320645069	7.18800340257668	7.43729292716556
TIPARP	6.59021072742045	6.3894111269281	6.47041685294668	6.91396447139363	6.59993141581187	6.78715910748264	6.6839173380183	6.7791472648292	6.82205192503563
CCNL1	7.03766970439167	6.92990553720657	6.73009849166405	7.04977404766884	7.33393024474745	7.27831092248651	6.5474308710894	6.89392509061619	6.6536674416691
MLF1	3.34196013816298	2.64572335650658	3.85540557865851	5.6410372608014	5.5294362370058	5.67693066233139	4.45268026010386	4.26883447718972	3.62725225495429
GFM1	6.66204531812115	6.3314540768091	6.67117683012275	6.52390462720341	6.53054728445454	6.62545664990422	7.06758507618246	7.15235504018041	6.99971990187403
IFT80	3.87058465473432	4.58501194251754	3.84552406714455	4.09781930102475	3.34723290578505	3.40769110697089	4.37414685755717	3.8010555158389	2.139314208628
SMC4	7.40612384002207	7.64423629740819	7.52057169709802	6.19658327354582	6.26016410355087	6.39394509960207	7.63107304838484	7.35760233439597	7.01657963512724
KPNA4	6.9963371727919	7.03350399868857	7.18861436537022	7.66140815095334	7.55204342487122	7.65247320846891	7.53281833048151	7.36454255242653	7.1751526614539
NMD3	7.08795264628131	7.12305908977478	6.9604291270948	7.50439380336596	7.30175462387397	7.55139978024753	7.06758507618246	6.85994920489247	6.87847735849845
PDCD10	6.59408200445057	6.5009683465644	6.74744840985972	6.62640399062513	6.68820344856359	6.58423398717771	6.69607495244453	6.70726382482279	7.11155854223062
SERPINI1	3.02768561581905	2.28767583581257	3.02697093848208	4.49929207272179	4.08822837698741	4.16441995595853	4.68188107086178	3.58036740071471	3.46826273119313
GOLIM4	6.18739680439936	6.37274614742521	5.9541203730744	6.55514530745531	6.39803291279228	6.4163708626633	6.62578650879085	6.43793719588484	5.78457721961697
MYNN	5.31875274700165	4.82792668772733	5.04651112487772	5.11697887930821	5.3943758891842	5.44452787515126	5.43827719497689	5.5833451005146	5.01538188076962
SEC62	7.09980049273595	7.18027209610158	7.1817583678876	7.67310574239687	7.54765999562471	7.66188894556591	7.3804386034249	7.7038475432338	7.72500959991147
GPR160	2.74156759687221	1.69251756798552	2.77958979695977	2.779743531633	2.33710868851135	2.37752913646064	3.92852103844491	4.26883447718972	4.23297331584224
PHC3	6.29437301924946	6.37752724555701	5.88826466765049	6.05276202603941	6.14881126340486	5.9230103084517	6.2937603046056	5.93995362166059	5.75617679381544
SKIL	4.33272193130764	4.14355326550176	3.90382270770921	4.65421264954914	4.34217967805877	4.49924504486033	4.39418461079372	4.36886329552099	3.15680163535684
EIF5A2	2.84914748407203	3.80326463349306	2.8405578142512	2.85470558931422	3.00754053142185	3.28306445245714	2.57182752539687	4.20839862332775	2.84785139446769
TNIK	6.12097391475362	6.04632133708164	5.94720648584422	6.56354938000217	6.40046578864857	6.37625859913423	6.83449534628627	7.48566737318427	6.92769434983043
PLD1	3.31719223301403	3.43254946519951	3.36800785631715	5.17663368420158	4.83481999546158	4.7785288023392	4.20296020755095	4.09613239107684	1.82615632336837
FNDC3B	7.63192014241478	7.60909585003228	7.34671147413168	8.13071217066411	7.9501588315049	7.97471615332825	7.27901828552904	7.28264027671475	7.58508612305141
TNFSF10	5.11110162400669	5.16306827858639	4.89666291613635	3.23742536832033	3.19858882442992	3.2612050184934	4.97582675322326	4.66712871263399	5.47176017542936
NCEH1	3.86204797277983	3.05679195358248	3.74279776559013	3.58434784267457	2.92882855540781	3.23900927237921	3.72207016097748	4.40969701302957	4.4891213360908
ECT2	4.73456987074739	5.15751944466577	4.79250568484506	3.26517035880324	3.50024452429102	3.38765335373434	4.35382687317758	4.75426130435996	5.19539013303409
TBL1XR1	6.43626809296059	6.58397812302443	6.46719834622222	6.50657474866549	5.74003066652093	6.19500827579195	6.0184065419621	6.15935600039123	6.43460717701189
ZMAT3	5.01811228911225	4.97397907136595	4.75076114390055	5.8478410480164	5.22353518156015	5.32317903974851	5.65306737335704	5.58928212552245	5.15244961081713
PIK3CA	6.49265807675781	6.38229255142839	6.26705393693405	6.93138590622609	6.71776790610573	7.0439656983883	6.17717152611604	6.19872256397871	6.44175809643989
KCNMB3	2.09479981167758	1.62978181263756	1.59138606179915	1.97718959583921	2.69515620920536	2.49456855765086	2.76886437245642	0.748967004690451	2.89028666078808
ZNF639	4.7204717614167	4.55155664533206	4.54634509757566	4.84094368806973	4.79098791399286	4.80898259888091	4.61515495706097	4.42305539588459	3.87979428697044
MFN1	6.89118361591419	6.90859260922464	6.74479273485141	8.06119451203529	7.86728144752508	7.93557251248478	7.20153953285132	6.86240276847856	6.7971772563966
MRPL47	5.01426510005673	4.98655165673722	5.67606377662295	4.94752962231897	4.59250303214301	4.75525902301635	5.71013054766595	5.45916568929387	6.18902996825465
NDUFB5	5.79971647690517	5.84010140167343	6.13739492817573	6.028683107581	5.75151105899239	5.90550165859696	6.5696266172036	6.23325680694366	6.42742063641863
USP13	2.33580791118138	2.54731965244559	2.29000534431587	1.19478103091184	1.04534256413424	1.18197832734283	2.64054027548088	1.87095752906906	1.99121556963886
TTC14	6.44629679797771	6.73131983909962	6.13333956347904	6.94216843056456	7.13207363005015	7.13692506429585	6.57402508110111	6.58780015822122	6.28757375792951
CCDC39	3.64036887409865	3.21474431335872	2.69407172577371	3.5167091257992	4.07610481790492	4.05433050424687	2.82898536489399	2.92829070413501	2.75904212750983
FXR1	7.7295925313213	7.62727495702698	7.79025373538877	8.3667083852653	8.06119014389364	8.27115113091364	8.02885798668506	7.88851835708924	7.92450748076144
ATP11B	7.0593011304562	7.23002513129868	7.12978174406585	7.55022022816053	7.22833616782397	7.3185560715967	7.00706581507985	7.30806287359466	6.87319759033352
DCUN1D1	6.04758517325675	6.02209923541632	5.96784953337707	6.3074811636612	6.04999892656546	6.18343192448433	6.45982822703446	6.14733347214202	6.25140402124943
MCCC1	5.51936907312908	5.70588479172335	5.71457460576737	5.35505586232043	4.76100875649998	4.64984678312877	5.733911773622	5.82892230927185	5.9084666768531
LAMP3	7.08153250518009	7.33453084283105	6.91035478120597	7.2574208591983	6.9229175929182	7.12184186322998	6.15385473509348	6.14733347214202	6.7228098103505
KLHL24	5.31563002924375	5.31035622495337	5.23240136773981	5.85698653056546	5.52498347099917	5.69334842176535	6.03764276082502	5.49755451849818	5.48566577745458
YEATS2	5.6761145353836	5.76910577201186	5.56904134501001	5.69812976607934	5.44710483269744	5.66032391734421	5.83998436384325	5.8975183553402	5.82888611612394
PARL	5.83504053787665	5.79435357958566	5.98370348457791	5.7773370339259	5.78168617293151	5.76111174926179	6.57841017578683	5.98568471005885	6.36484497151285
EIF2B5	6.56807508045294	6.7030307946682	6.59064678684529	6.38539589112134	6.43884397962688	6.38133404866407	6.33580903811881	6.59666921304381	6.44887374608494
	8.47544671289318	8.2790779147454	8.87572663905909	9.0465300723279	9.22953392218159	8.94009405873623	8.92465149198325	8.74797215690418	9.09038564914106
DVL3	5.70980702671849	6.00675127108288	5.45018236920662	6.07252528086084	5.90332355926181	5.94030901739578	5.16264275236346	5.6976777759936	5.21221475567545
AP2M1	8.62641756652591	8.78606156196054	8.94330281396268	8.19342786991763	8.162134636896	8.0689532062045	8.68950229852105	8.71644758001344	8.91779205339547
ABCF3	6.14051811198342	6.39177620129529	6.40800255371432	6.09588927392635	6.22216053158393	6.12713893987907	6.39666987418331	6.26698368150178	6.33826825868184
ECE2	2.81417134582905	2.58087221215661	3.48719721152718	2.22335018310861	3.60521408389256	2.49456855765086	2.25866964013724	2.96528491161721	3.62725225495429
PSMD2	8.71411203132111	8.71039210539156	8.88117820652756	8.43700242601021	8.39468099546447	8.31225825440985	9.0857957831079	9.04547839604796	9.12578064389124
EIF4G1	9.4453149173242	9.3647924332903	9.55915564187355	9.49947458838285	9.44725191890248	9.52913530717479	8.87738882923459	9.15110128582942	9.28484255576284
MAGEF1	3.22699442404245	3.41405312158212	3.51239776565232	2.92596427248404	3.19858882442992	2.56763201984058	3.4041000796588	2.96528491161721	1.73595851439679
VPS8	5.10749488452595	5.32032306971241	4.79250568484506	5.90186402268355	5.55586803051435	5.85895907265993	6.43586264204359	6.09821570557733	5.35540939150324
EHHADH	3.5369055541546	3.9644772035988	3.48719721152718	4.32571190073829	4.63444479521632	4.76305739357676	3.78413112910973	3.8213755002185	5.10819169113222
MAP3K13	1.34808624095982	0.781784906082609	0.614845034623138	1.76037820676606	1.47276378786891	2.0606720311207	1.7378374768358	0.748967004690451	1.30532416006693
TMEM41A	4.75776482440001	5.0357741723134	5.08481501305436	5.39327518455092	5.2013820393216	5.11956572017426	5.52261455091819	5.64734610044345	5.2452865772811
LIPH	4.82957784660603	4.06274121991366	4.5943393791885	3.7107961779155	3.53608972323774	3.38765335373434	5.13908802438456	5.11683138374467	3.49600772167604
SENP2	5.73105823808243	5.76181020632134	5.85417408473748	6.09202145648664	5.89299395636808	5.94717083789804	6.5696266172036	6.30716259584882	6.2017223818578
TRA2B	7.82711287109075	7.80814235304645	7.86307869025161	8.07889048227107	7.89256194706978	8.13879942475294	7.94983154469032	7.91712291327971	7.80065782513156
ETV5	4.16934676504264	3.71535754434363	4.25683848038067	3.09008365224515	2.20972938203512	2.7976376252869	2.42372888640773	3.20066297454814	3.67657996731786
TBCCD1	4.84265372198653	4.49987249004313	4.6464906612396	4.80359027358736	4.64268878931122	4.37244025978784	4.39418461079372	5.21225094882336	4.23297331584224
DNAJB11	6.77321322348868	6.75355835327598	7.03840151925848	5.89299950913625	6.06847552968176	5.86259306712767	6.80486257069382	6.74764038846742	6.61623325399414
