	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
KIAA1107	10.8240742369432	10.3236455894646	10.1571070076004	10.7485830302459	11.2317434079828	10.6603416924555	9.68603246911101	10.031705045622	10.8275419733958	10.464839640002	10.4854961110633
RPL31	14.2485857443898	14.4513077017552	15.3774203176952	14.4979858249449	14.6889456345737	14.3599084607671	14.8307915049809	15.717449226231	13.8522469762735	14.2208775512128	14.1683723683114
SMC1A	12.9438381758082	12.5410795164808	12.5036445698318	12.8477861776201	12.5909629374385	13.1322672189394	12.4849657634446	12.2914906595775	13.0745800872422	12.8594804137624	13.0045201766254
HSD17B10	10.8462273791817	10.6890129456168	10.9046709601067	11.0099540382276	9.86785999665401	10.6064028853447	10.9795020516365	10.7157910801853	10.7654067467171	11.1839388133747	9.47387078594372
KLHL20	11.5122264519938	11.5532200793531	10.9692029626493	11.6002025251221	10.7826127100355	11.6688253858785	11.1166528813275	10.9058369670797	11.5094098916232	11.3078958052867	10.8335848137433
LRCH4	9.6238349578453	7.91070655606974	9.64031600952086	9.55373407752574	9.53868712714941	9.35626547352536	9.56716567943919	9.75450818775815	10.3515445591455	9.8820949645307	11.5654473882959
FAM76B	10.3296900194715	10.792780831507	10.831573213339	10.7594236200694	11.6957160329067	10.9224303787924	10.7801409978817	11.0773348781532	10.2842065681976	10.4912311388934	11.2066282243575
ZCWPW1	7.99987832550828	7.00800375742465	8.63714176172571	8.85769874741441	8.83866002020544	8.4157193237356	8.51459396205425	7.80311813198277	9.07813440054747	7.79296907405772	9.60754922117569
NUFIP1	7.78733369012818	8.41517913893053	8.93471458626398	8.66361169529811	9.83597593563423	9.05634599957175	8.88665123476655	8.50489429768668	8.90962867619049	9.10922841885839	9.38728310094763
MAST2	11.586486799073	10.9479661746388	11.2669476895431	11.4194962716274	11.9099429344003	11.1250921666467	11.1515022820851	11.6067435516423	11.9978423345491	11.4934087921988	13.2539565964797
HECTD1	14.5592947056506	14.2678493435412	14.0987383975882	14.4435717530827	14.5236497354356	14.4411168525491	13.8432719173057	13.8821208981059	14.3197704294364	14.1031808657556	14.0636885616281
EP300	13.8506859671905	13.6587433458353	13.3678176238892	13.6489906815151	13.9288019616517	13.6914389892005	13.360981027242	13.0867364927619	13.9368986177577	13.3523649107436	13.9575039683465
